,mean,std
area,2.2984912001137783,3.1772097255227476
volume,0.03232036167165762,0.12175698193165288
compactness,1.4855542136432924e+33,6.10514605463828e+34
rectangularity,0.1234505809935154,0.34813696564247715
convexity,0.23856770099524777,0.6491549891042349
diameter,1.0555283069065515,0.07988088910527154
eccentricity,133.62993393041933,1357.809646257921
