,std
D4_18,0.01619905119916406
D4_19,0.014732995848235134
D4_20,0.013429957215433778
D4_21,0.012160678243941368
D4_22,0.011173746833471544
D4_23,0.010069468957527578
D4_24,0.008984434050663796
D4_25,0.008330235561635736
D4_26,0.007297181979298826
D4_27,0.006437060313260803
D4_28,0.0056572857956949255
D4_29,0.005269096739567226
D4_30,0.004800184980465245
D4_31,0.004417749699793868
D4_32,0.003417160196784974
D4_33,0.002871340448877525
D4_34,0.0024726003389507235
D4_35,0.0022323150666578237
D4_36,0.0019906215958158963
D4_37,0.0020905520532890306
D4_38,0.0017091350892344155
D4_39,0.0014296872157621766
D4_40,0.0011274835005820657
D4_41,0.0009741851215743952
D4_42,0.0010197138478143534
D4_43,0.0015333205225945361
D4_44,0.0015165898249599442
D4_45,0.0006718362825561345
D4_46,0.0005829969952553505
D4_47,0.0007085185502557187
D4_48,0.0006607671093250498
D4_49,0.001140002842572649
D4_50,0.0015497388811462883
D4_51,0.001149017490076738
D4_52,0.0004473350203777156
D4_53,0.00010539930714155614
D4_54,3.9575335078174666e-05
D4_55,3.6552134133471926e-05
D4_56,2.2902856462873477e-05
D4_57,8.631642353517685e-06
D4_58,6.250010263173637e-06
D4_59,1.1639642290639667e-05
D4_60,2.3479968069048996e-05
D4_61,5.177633984456956e-05
D4_62,4.334763335824428e-05
D4_63,4.675925265032834e-05
D4_64,4.114011499277814e-05
D4_65,1.424852763164511e-05
D4_66,4.01366975539299e-06
D4_67,0.0
D4_68,0.0
D4_69,0.0
D4_70,0.0
D4_71,0.0
D4_72,0.0
D4_73,0.0
D4_74,0.0
D4_75,0.0
D4_76,0.0
D4_77,0.0
D4_78,0.0
D4_79,0.0
D4_80,0.0
D4_81,0.0
D4_82,0.0
D4_83,0.0
D4_84,0.0
D4_85,0.0
D4_86,0.0
D4_87,0.0
D4_88,0.0
D4_89,0.0
D4_90,0.0
D4_91,0.0
D4_92,0.0
D4_93,0.0
D4_94,0.0
D4_95,0.0
D4_96,0.0
D4_97,0.0
D4_98,0.0
D4_99,0.0
